Item	Cat	Label	Type	InchWidth	InchHeight	InchDepth	MetricWidth	MetricHeight	MetricDepth	Density	Color	Material	Description	PieceWeight	UnitQty	Price	Q1	D1	Q2	D2	Q3	D3	Q4	D4	Q5	D5	Q6	D6
EE209	EALE	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Gold Luster	Leather Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PE109	EALE	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Gold Luster	Leather Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
EE109	EALE	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Gold Luster	Leather Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PE009	EALE	FOR	A7	7	5		178	127		80# Cover	Gold Luster	Leather Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
EE009	EALE	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Gold Luster	Leather Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PE206	EALE	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Gold-washerd Brick	Leather Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
EE206	EALE	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Gold Washed Brick	Leather Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PE106	EALE	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Gold-washerd Brick	Leather Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
EE106	EALE	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Gold Washed Brick	Leather Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PE006	EALE	FOR	A7	7	5		178	127		80# Cover	Gold-washerd Brick	Leather Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
EE006	EALE	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Gold Washed Brick	Leather Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PE207	EALE	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Golden Olive	Leather Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
EE207	EALE	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Golden Olive	Leather Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PE107	EALE	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Golden Olive	Leather Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
EE107	EALE	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Golden Olive	Leather Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PE007	EALE	FOR	A7	7	5		178	127		80# Cover	Golden Olive	Leather Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
EE007	EALE	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Golden Olive	Leather Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PE210	EALE	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Iron	Leather Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
EE210	EALE	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Iron	Leather Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PE110	EALE	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Iron	Leather Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
EE110	EALE	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Iron	Leather Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PE010	EALE	FOR	A7	7	5		178	127		80# Cover	Iron	Leather Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
EE010	EALE	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Iron	Leather Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PE205	EALE	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Lilac	Leather Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
EE205	EALE	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Lilac	Leather Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PE105	EALE	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Lilac	Leather Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
EE105	EALE	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Lilac	Leather Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PE005	EALE	FOR	A7	7	5		178	127		80# Cover	Lilac	Leather Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
EE005	EALE	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Lilac	Leather Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PE202	EALE	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Pear	Leather Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
EE202	EALE	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Pear	Leather Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PE102	EALE	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Pear	Leather Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
EE102	EALE	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Pear	Leather Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PE002	EALE	FOR	A7	7	5		178	127		80# Cover	Pear	Leather Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
EE002	EALE	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Pear	Leather Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PE204	EALE	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Wine Red	Leather Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
EE204	EALE	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Wine Red	Leather Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PE104	EALE	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Wine Red	Leather Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
EE104	EALE	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Wine Red	Leather Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PE004	EALE	FOR	A7	7	5		178	127		80# Cover	Wine Red	Leather Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
EE004	EALE	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Wine Red	Leather Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD211	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Blueberry	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED211	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Blueberry	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD111	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Blueberry	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED111	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Blueberry	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD011	EABR	FOR	A7	7	5		178	127		80# Cover	Blueberry	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED011	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Blueberry	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD203	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Bronze	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED203	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Bronze	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD103	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Bronze	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED103	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Bronze	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD003	EABR	FOR	A7	7	5		178	127		80# Cover	Bronze	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED003	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Bronze	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD201	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Champagne	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED201	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Champagne	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD101	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Champagne	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED101	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Champagne	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD001	EABR	FOR	A7	7	5		178	127		80# Cover	Champagne	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED001	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Champagne	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD207	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Champagne Green	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED207	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Champagne Green	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD107	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Champagne Green	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED107	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Champagne Green	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD007	EABR	FOR	A7	7	5		178	127		80# Cover	Champagne Green	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED007	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Champagne Green	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD204	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Crimson	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED204	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Crimson	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD104	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Crimson	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED104	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Crimson	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD004	EABR	FOR	A7	7	5		178	127		80# Cover	Crimson	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED004	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Crimson	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD206	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Eggplant	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED206	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Eggplant	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD106	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Eggplant	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED106	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Eggplant     	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD006	EABR	FOR	A7	7	5		178	127		80# Cover	Eggplant	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED006	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Eggplant       	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD209	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Gold Luster	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED209	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Gold Luster	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD109	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Gold Luster	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED109	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Gold Luster	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD009	EABR	FOR	A7	7	5		178	127		80# Cover	Gold Luster	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED009	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Gold Luster	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD202	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Mallard Green	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED202	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Mallard Green	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD102	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Mallard Green	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED102	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Mallard Green	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD002	EABR	FOR	A7	7	5		178	127		80# Cover	Mallard Green	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED002	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Mallard Green	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD210	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Pewter	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED210	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Pewter	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD110	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Pewter	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED110	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Pewter	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD010	EABR	FOR	A7	7	5		178	127		80# Cover	Pewter	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED010	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Pewter	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD208	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Steel	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED208	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Steel	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD108	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Steel	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED108	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Steel	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD008	EABR	FOR	A7	7	5		178	127		80# Cover	Steel	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED008	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Steel	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
PD205	EABR	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Violet	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0174	50	0.09	250	4	500	8	750	12	1000	16				
ED205	EABR	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Violet	Brushed Finish	Eastern Metallic Envelopes	0.0108	50	0.08	250	5	500	15	750	25	1000	35				
PD105	EABR	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Violet	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0213	50	0.11	250	4	500	8	750	12	1000	16				
ED105	EABR	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Violet	Brushed Finish	Eastern Metallic Envelopes	0.013	50	0.08	250	5	500	15	750	25	1000	35				
PD005	EABR	FOR	A7	7	5		178	127		80# Cover	Violet	Brushed Finish	Eastern Metallic Scored Blank Cards	0.0254	50	0.13	250	4	500	8	750	12	1000	16				
ED005	EABR	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Violet	Brushed Finish	Eastern Metallic Envelopes	0.0166	50	0.08	250	5	500	15	750	25	1000	35				
E7C0	DECK	SIZE	#10	4 1/8	9 1/2		105	241		80# Text	White	Ultra-felt Paper	Citation Deckled Flap Envelopes	0.015	50	0.42	100	5	150	15	200	25	250	35				
E730	DECK	SIZE	A1	5 1/8	3 5/8		130	92		80# Text	White	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.01	50	0.18	100	5	150	15	200	25	250	35				
E731	DECK	SIZE	A1	5 1/8	3 5/8		130	92		80# Text	Natural	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.01	50	0.18	100	5	150	15	200	25	250	35				
P720	DECK	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	White	30% Recycled Content	Deckled (1 edge) Blank Cards (pre-scored)	0.0156	50	0.277	100	5	150	15	200	25	250	35				
E720	DECK	SIZE	A2	5 3/4	4 3/8		146	111		80# Text	White	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.01	50	0.19	100	5	150	15	200	25	250	35				
P721	DECK	FOR	A2	5 1/2	4 1/4		140	108		80# Cover	Natural	30% Recycled Content	Deckled (1 edge) Blank Cards (pre-scored)	0.0156	50	0.277	100	5	150	15	200	25	250	35				
E721	DECK	SIZE	A2	5 3/4	4 3/8		146	111		80# Text	Natural	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.01	50	0.19	100	5	150	15	200	25	250	35				
E7A0	DECK	SIZE	Sq5.75	5 3/4	5 3/4 		146	146		80# Text	White	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.015	50	0.275	100	5	150	15	200	25	250	35				
E7A1	DECK	SIZE	Sq5.75	5 3/4	5 3/4 		146	146		80# Text	Natural	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.15	50	0.275	100	5	150	15	200	25	250	35				
P710	DECK	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	White	30% Recycled Content	Deckled (1 edge) Blank Cards (pre-scored)	0.015	50	0.30	100	5	150	15	200	25	250	35				
E710	DECK	SIZE	A6	6 1/2	4 3/4		165	121		80# Text	White	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.0155	50	0.21	100	5	150	15	200	25	250	35				
P711	DECK	FOR	A6	6 1/4	4 5/8		159	117		80# Cover	Natural	30% Recycled Content	Deckled (1 edge) Blank Cards (pre-scored)	0.015	50	0.30	100	5	150	15	200	25	250	35				
E711	DECK	SIZE	A6	6 1/2	4 3/4		165	121		80# Text	Natural	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.012	50	0.21	100	5	150	15	200	25	250	35				
P700	DECK	FOR	A7 or Lee	7	5		178	127		80# Cover	White	30% Recycled Content	Deckled (1 edge) Blank Cards (pre-scored)	0.0243	50	0.313	100	5	150	15	200	25	250	35				
E600	DECK	SIZE	A7	7 1/4	5 1/4		184	133		80# Text	White	Ultra-felt Paper	Citation Deckled Envelopes	0.0168	50	0.421	100	5	150	15	200	25	250	35				
E700	DECK	SIZE	A7	7 1/4	5 1/4		184	133		80# Text	White	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.015	50	0.22	100	5	150	15	200	25	250	35				
P701	DECK	FOR	A7 or Lee	7	5		178	127		80# Cover	Natural	30% Recycled Content	Deckled (1 edge) Blank Cards (pre-scored)	0.0243	50	0.313	100	5	150	15	200	25	250	35				
E601	DECK	SIZE	A7	7 1/4	5 1/4		184	133		80# Text	Natural	Ultra-felt Paper	Citation Deckled Flap Envelopes	0.01	50	0.421	100	5	150	15	200	25	250	35				
E701	DECK	SIZE	A7	7 1/4	5 1/4		184	133		80# Text	Natural	30% Recycled Content	Mohawk Deckled Flap Envelopes	0.015	50	0.22	100	5	150	15	200	25	250	35				
EB80	BROW	FOR	DVD or CD	5	5		127	127		70# Text	Brown	100% Recycled Content	Brown Bag Envelopes	0.009	50	0.156	250	37.5	500	37.75	750	38	1000	38.25				
EB30	BROW	SIZE	A1	5 1/8	3 5/8		130	92		70# Text	Brown	100% Recycled Content	Brown Bag Envelopes	0.0075	50	0.128	250	37	500	37.5	750	38	1000	38.5				
EB20	BROW	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Brown	100% Recycled Content	Brown Bag Envelopes	0.0097	50	0.131	250	38	500	38.25	750	38.5	1000	38.75				
EB10	BROW	SIZE	A6	6 1/2	4 3/4		165	121		70# Text	Brown	100% Recycled Content	Brown Bag Envelopes	0.0118	50	0.145	250	36	500	36.5	750	37	1000	37.5				
EB00	BROW	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Brown	100% Recycled Content	Brown Bag Envelopes	0.0144	50	0.168	250	37.25	500	37.5	750	37.75	1000	38				
EB40	BROW	SIZE	A9	8 3/4	5 3/4		222	146		70# Text	Brown	100% Recycled Content	Brown Bag Envelopes	0.0169	50	0.175	250	36	500	36.5	750	37	1000	37.5				
EB23	BROW	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Blueberry Brown	100% Recycled Content	Brown Bag Envelopes	0.0097	50	0.26	250	38	500	38.5	750	39	1000	39.5				
EB03	BROW	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Blueberry Brown	100% Recycled Content	Brown Bag Envelopes	0.0144	50	0.30	250	37.25	500	37.5	750	37.75	1000	38				
EB25	BROW	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Cranberry Red Brown	100% Recycled Content	Brown Bag Envelopes	0.0097	50	0.26	250	38	500	38.5	750	39	1000	39.5				
EB05	BROW	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Cranberry Red Brown	100% Recycled Content	Brown Bag Envelopes	0.0144	50	0.30	250	37.25	500	37.5	750	37.75	1000	38				
EB22	BROW	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Eggplant Purple Brown	100% Recycled Content	Brown Bag Envelopes	0.0097	50	0.26	250	38	500	38.5	750	39	1000	39.5				
EB02	BROW	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Eggplant Purple Brown	100% Recycled Content	Brown Bag Envelopes	0.0144	50	0.30	250	37.25	500	37.5	750	37.75	1000	38				
EB21	BROW	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Mushroom Brown	100% Recycled Content	Brown Bag Envelopes	0.0097	50	0.26	250	38	500	38.5	750	39	1000	39.5				
EB01	BROW	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Mushroom Brown	100% Recycled Content	Brown Bag Envelopes	0.0144	50	0.30	250	37.25	500	37.5	750	37.75	1000	38				
EB26	BROW	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Olive Green	100% Recycled Content	Brown Bag Envelopes	0.0097	50	0.26	250	38	500	38.5	750	39	1000	39.5				
EB06	BROW	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Olive Green	100% Recycled Content	Brown Bag Envelopes	0.0144	50	0.30	250	37.25	500	37.5	750	37.75	1000	38				
EB24	BROW	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Pepper Gray	100% Recycled Content	Brown Bag Envelopes	0.0097	50	0.26	250	38	500	38.5	750	39	1000	39.5				
EB04	BROW	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Pepper Gray	100% Recycled Content	Brown Bag Envelopes	0.0144	50	0.30	250	37.25	500	37.5	750	37.75	1000	38				
EA205	NOTA	SIZE	A2	5 3/4	4 3/8		146	111		70# Text	Chocolate	100% Recycled Content	Notables Envelopes	0.01	50	0.175	100	25	150	30	200	35						
EA005	NOTA	SIZE	A7	7 1/4	5 1/4		184	133		70# Text	Chocolate	100% Recycled Content	Notables Envelopes	0.014	50	0.24	100	25	150	30	200	35						
